Datetime,AT,BE,DK,ES,FI,FR,GB,GB-NIR,IE,IT,NL,NO,PT,SE
2018-01-01 05:30:00+00:00,0.5060908084163898,0.5602884832093757,,,,,0.43635140784905385,0.3282674772036474,0.4823026851098454,,0.5328898743532889,,,
2018-01-01 05:45:00+00:00,0.5100590623846438,0.5602884832093757,,,,,,,,,0.5360046457607434,,,
2018-01-01 06:00:00+00:00,0.5386674049464747,0.5471414619487642,0.5206422018348624,0.47337379893347753,0.6978381453562793,0.5241501926088981,0.453783651137004,0.33069908814589666,0.4835231895850285,0.3970464779058231,0.5433956287614824,0.6996017919362867,0.4393991514734549,0.5850967693350403
2018-01-01 06:15:00+00:00,0.5406976744186046,0.5449628127112914,,,,,,,,,0.5466687783760954,,,
2018-01-01 06:30:00+00:00,0.5454964931709118,0.5440613026819924,,,,,0.4614182102412157,0.3337386018237082,0.4873881204231082,,0.5514201245908563,,,
2018-01-01 06:45:00+00:00,0.550203026947213,0.5450379385470663,,,,,,,,,0.5565410199556541,,,
2018-01-01 07:00:00+00:00,0.5593392395717978,0.5455638193974908,0.531227946365561,0.4680411864448431,0.6988337363106244,0.5223722643186725,0.4699071128642321,0.3404255319148936,0.49125305126118796,0.40261772113256505,0.560922817020378,0.7123776339804214,0.42701525054466233,0.5936440997063032
2018-01-01 07:15:00+00:00,0.5622923588039868,0.5503718728870859,,,,,,,,,0.5675747017210432,,,
2018-01-01 07:30:00+00:00,0.5706902916205242,0.550221621215536,,,,,0.4810317561303692,0.3513677811550152,0.4963384865744508,,0.5657269559708584,,,
2018-01-01 07:45:00+00:00,0.5762273901808785,0.552099767109909,,,,,,,,,0.5638792102206737,,,
2018-01-01 08:00:00+00:00,0.5874861572535991,0.559011344001202,0.571453775582216,0.48074607426338684,0.7014649409756791,0.5297591330483004,0.49670077981567995,0.35440729483282674,0.492473555736371,0.4279363504540945,0.571111815014254,0.7225817156130745,0.42231395482169476,0.6055425860381053
